Winner,First_pokemon,Second_pokemon,WTag
259,259,507,1
115,115,560,1
494,494,586,1
186,789,186,2
23,520,23,2
751,217,751,2
423,348,423,2
337,305,337,2
93,93,41,1
604,593,604,2
103,466,103,2
276,276,149,1
160,251,160,2
339,339,739,1
392,21,392,2
307,29,307,2
287,238,287,2
765,194,765,2
116,116,790,1
337,337,515,1
633,633,379,1
553,553,212,1
166,166,94,1
293,293,285,1
20,198,20,2
257,39,257,2
184,335,184,2
315,96,315,2
157,153,157,2
254,241,254,2
597,597,319,1
731,731,566,1
348,348,321,1
722,653,722,2
738,738,35,1
132,422,132,2
413,392,413,2
553,600,553,2
59,59,701,1
398,264,398,2
166,166,30,1
472,472,407,1
334,334,457,1
520,520,111,1
270,643,270,2
156,156,185,1
55,289,55,2
156,156,28,1
668,668,310,1
21,21,74,1
499,499,337,1
53,639,53,2
497,385,497,2
103,100,103,2
576,576,600,1
539,539,458,1
494,494,784,1
303,303,98,1
799,153,799,2
157,584,157,2
615,15,615,2
647,647,278,1
712,712,501,1
282,282,186,1
103,103,502,1
4,4,320,1
206,206,150,1
101,98,101,2
548,167,548,2
245,292,245,2
704,704,353,1
523,523,221,1
9,9,124,1
334,390,334,2
701,701,202,1
462,689,462,2
425,318,425,2
342,209,342,2
635,635,363,1
672,292,672,2
710,710,753,1
794,794,55,1
475,475,257,1
32,32,721,1
735,237,735,2
635,500,635,2
240,240,500,1
739,739,427,1
679,679,5,1
536,539,536,2
502,502,620,1
794,770,794,2
44,186,44,2
152,191,152,2
721,53,721,2
788,788,290,1
481,481,603,1
444,444,315,1
36,500,36,2
433,433,639,1
266,775,266,2
480,480,266,1
594,181,594,2
385,210,385,2
709,709,501,1
31,31,480,1
35,761,35,2
156,344,156,2
365,365,675,1
404,404,240,1
731,731,575,1
4,4,286,1
756,756,197,1
681,140,681,2
780,780,167,1
28,28,37,1
166,166,640,1
268,440,268,2
431,431,228,1
181,388,181,2
79,79,636,1
131,1,131,2
429,429,326,1
146,334,146,2
699,699,534,1
201,669,201,2
129,396,129,2
448,403,448,2
307,307,218,1
384,384,295,1
124,667,124,2
500,207,500,2
63,63,170,1
371,76,371,2
167,121,167,2
394,394,40,1
516,113,516,2
705,422,705,2
362,365,362,2
40,40,708,1
137,216,137,2
27,27,672,1
616,616,136,1
100,403,100,2
553,553,346,1
503,559,503,2
712,533,712,2
246,50,246,2
505,2,505,2
701,455,701,2
770,653,770,2
25,384,25,2
109,368,109,2
275,180,275,2
31,31,761,1
592,592,459,1
309,309,624,1
300,300,306,1
186,114,186,2
540,225,540,2
248,798,248,2
125,125,600,1
683,683,561,1
256,210,256,2
251,251,220,1
67,67,202,1
411,411,626,1
248,248,320,1
21,21,644,1
347,14,347,2
701,485,701,2
799,799,559,1
296,242,296,2
773,773,36,1
667,487,667,2
316,140,316,2
40,654,40,2
125,484,125,2
542,490,542,2
777,765,777,2
663,464,663,2
358,82,358,2
499,776,499,2
120,120,194,1
30,123,30,2
92,92,359,1
317,634,317,2
719,719,69,1
424,424,190,1
250,250,575,1
494,494,798,1
156,156,187,1
135,135,162,1
209,754,209,2
84,784,84,2
11,774,11,2
309,360,309,2
366,366,371,1
785,355,785,2
540,540,233,1
788,788,217,1
391,305,391,2
740,405,740,2
179,179,217,1
309,309,601,1
490,490,454,1
705,705,25,1
514,788,514,2
623,800,623,2
539,539,599,1
771,767,771,2
206,127,206,2
320,320,278,1
332,221,332,2
614,614,638,1
307,95,307,2
774,211,774,2
430,377,430,2
636,231,636,2
800,800,530,1
124,775,124,2
472,472,483,1
45,356,45,2
394,153,394,2
339,6,339,2
347,788,347,2
142,761,142,2
708,708,441,1
32,32,669,1
714,97,714,2
681,739,681,2
209,162,209,2
732,42,732,2
334,334,385,1
298,227,298,2
570,192,570,2
633,81,633,2
495,495,721,1
727,632,727,2
536,536,35,1
546,82,546,2
414,42,414,2
768,179,768,2
135,117,135,2
478,478,53,1
372,685,372,2
162,268,162,2
608,11,608,2
302,302,207,1
420,529,420,2
95,95,640,1
271,271,160,1
107,281,107,2
424,755,424,2
569,449,569,2
178,208,178,2
521,521,692,1
628,415,628,2
381,766,381,2
530,530,49,1
172,172,376,1
344,344,630,1
664,74,664,2
543,774,543,2
549,549,653,1
272,52,272,2
662,41,662,2
410,410,400,1
746,118,746,2
141,231,141,2
336,345,336,2
620,644,620,2
271,271,324,1
145,145,239,1
407,500,407,2
481,481,469,1
179,179,237,1
389,300,389,2
600,636,600,2
294,485,294,2
131,360,131,2
476,489,476,2
511,227,511,2
540,204,540,2
606,606,118,1
573,573,152,1
135,135,324,1
553,797,553,2
261,157,261,2
781,781,743,1
726,122,726,2
508,508,210,1
727,727,652,1
113,69,113,2
544,785,544,2
461,461,486,1
214,214,231,1
672,672,180,1
385,385,461,1
175,175,740,1
444,126,444,2
221,221,747,1
793,120,793,2
716,246,716,2
243,156,243,2
251,586,251,2
474,151,474,2
545,83,545,2
448,448,231,1
798,798,509,1
774,774,390,1
762,762,492,1
546,546,731,1
590,228,590,2
606,520,606,2
361,361,283,1
540,278,540,2
34,743,34,2
678,452,678,2
750,386,750,2
714,529,714,2
791,791,266,1
758,179,758,2
462,462,680,1
698,637,698,2
2,200,2,2
586,586,273,1
409,409,579,1
24,227,24,2
427,476,427,2
656,656,382,1
749,352,749,2
195,190,195,2
728,728,35,1
744,402,744,2
326,240,326,2
367,367,395,1
225,738,225,2
67,143,67,2
367,367,650,1
740,740,146,1
334,334,470,1
329,329,319,1
47,290,47,2
514,514,781,1
377,371,377,2
670,267,670,2
664,312,664,2
648,194,648,2
724,65,724,2
408,355,408,2
712,712,468,1
695,321,695,2
426,426,619,1
193,193,650,1
576,576,231,1
592,378,592,2
514,749,514,2
153,153,215,1
214,34,214,2
285,285,489,1
431,431,211,1
575,575,97,1
450,450,662,1
478,478,533,1
19,19,407,1
605,605,779,1
356,356,523,1
172,172,698,1
260,191,260,2
723,723,464,1
428,428,672,1
590,401,590,2
607,741,607,2
272,272,442,1
380,380,577,1
136,136,396,1
535,515,535,2
540,540,595,1
420,420,510,1
701,701,223,1
56,56,508,1
252,252,339,1
70,672,70,2
7,7,781,1
274,274,577,1
552,552,797,1
544,423,544,2
712,712,404,1
544,686,544,2
204,204,323,1
474,474,96,1
486,486,258,1
544,96,544,2
313,752,313,2
533,533,137,1
709,790,709,2
158,158,38,1
436,665,436,2
726,111,726,2
301,598,301,2
633,633,225,1
414,414,462,1
287,75,287,2
427,427,127,1
672,749,672,2
766,203,766,2
604,604,434,1
604,152,604,2
776,780,776,2
129,129,50,1
264,571,264,2
572,572,262,1
483,293,483,2
508,458,508,2
490,490,238,1
705,161,705,2
343,458,343,2
702,22,702,2
206,470,206,2
574,574,493,1
425,76,425,2
340,400,340,2
407,489,407,2
437,437,388,1
708,708,774,1
439,395,439,2
342,342,186,1
330,330,626,1
525,525,19,1
212,191,212,2
58,431,58,2
675,88,675,2
645,645,461,1
689,200,689,2
70,761,70,2
327,765,327,2
712,712,460,1
623,447,623,2
592,592,113,1
70,70,731,1
700,700,775,1
700,700,543,1
71,71,480,1
291,291,450,1
20,342,20,2
134,179,134,2
261,261,482,1
794,454,794,2
650,190,650,2
257,257,42,1
424,684,424,2
636,89,636,2
131,131,611,1
597,597,386,1
785,785,386,1
785,18,785,2
242,262,242,2
475,475,266,1
163,89,163,2
477,477,150,1
513,513,633,1
303,303,619,1
716,716,594,1
630,488,630,2
740,783,740,2
429,374,429,2
702,86,702,2
159,159,77,1
127,47,127,2
526,598,526,2
703,703,211,1
3,3,632,1
774,73,774,2
300,300,494,1
432,432,382,1
452,208,452,2
773,601,773,2
469,469,293,1
375,733,375,2
554,182,554,2
726,486,726,2
65,650,65,2
494,597,494,2
345,345,315,1
354,399,354,2
105,117,105,2
31,450,31,2
253,734,253,2
522,387,522,2
92,684,92,2
409,409,221,1
246,246,329,1
602,15,602,2
725,403,725,2
682,682,525,1
381,381,73,1
308,416,308,2
518,518,39,1
697,697,209,1
545,691,545,2
347,561,347,2
99,99,639,1
271,271,729,1
113,669,113,2
710,96,710,2
255,612,255,2
590,590,443,1
767,105,767,2
514,514,763,1
474,293,474,2
350,232,350,2
475,475,49,1
279,593,279,2
527,527,356,1
436,436,281,1
790,790,104,1
682,597,682,2
116,122,116,2
731,731,47,1
245,245,309,1
259,223,259,2
539,89,539,2
181,181,669,1
704,252,704,2
798,432,798,2
737,639,737,2
228,228,393,1
25,587,25,2
553,304,553,2
253,253,222,1
444,442,444,2
554,710,554,2
580,178,580,2
513,109,513,2
728,728,117,1
175,175,68,1
337,463,337,2
58,58,380,1
355,355,721,1
128,315,128,2
165,165,740,1
335,335,198,1
547,547,1,1
682,682,567,1
474,645,474,2
617,620,617,2
57,388,57,2
597,511,597,2
536,527,536,2
713,713,123,1
75,231,75,2
96,488,96,2
481,204,481,2
29,29,408,1
9,9,73,1
792,792,161,1
628,317,628,2
563,563,632,1
632,632,224,1
431,431,693,1
137,626,137,2
178,178,83,1
561,733,561,2
522,522,111,1
366,366,686,1
74,577,74,2
701,736,701,2
792,601,792,2
24,611,24,2
401,258,401,2
420,420,82,1
68,407,68,2
280,280,599,1
273,18,273,2
70,19,70,2
142,142,497,1
425,16,425,2
344,10,344,2
97,557,97,2
569,569,173,1
444,571,444,2
408,489,408,2
783,297,783,2
518,783,518,2
26,437,26,2
36,36,415,1
685,471,685,2
699,699,170,1
693,693,123,1
148,105,148,2
507,242,507,2
458,754,458,2
600,512,600,2
348,788,348,2
18,761,18,2
255,395,255,2
184,184,294,1
688,683,688,2
494,243,494,2
772,735,772,2
368,273,368,2
164,678,164,2
789,210,789,2
582,582,636,1
155,155,649,1
413,411,413,2
668,719,668,2
116,116,730,1
409,409,372,1
305,305,400,1
703,601,703,2
268,651,268,2
396,402,396,2
707,290,707,2
171,171,34,1
165,165,312,1
347,347,784,1
347,347,195,1
23,23,536,1
724,444,724,2
729,94,729,2
461,461,208,1
159,486,159,2
234,706,234,2
61,474,61,2
284,266,284,2
246,246,351,1
169,233,169,2
473,473,695,1
125,125,182,1
706,627,706,2
105,105,458,1
209,203,209,2
521,310,521,2
570,215,570,2
768,578,768,2
280,262,280,2
700,721,700,2
62,62,653,1
763,763,354,1
727,727,671,1
717,81,717,2
326,326,559,1
203,504,203,2
362,362,338,1
582,370,582,2
521,251,521,2
634,455,634,2
44,44,278,1
643,643,774,1
593,751,593,2
397,118,397,2
284,284,34,1
432,24,432,2
165,538,165,2
248,248,13,1
525,525,222,1
125,191,125,2
646,646,760,1
70,70,637,1
658,773,658,2
57,656,57,2
786,79,786,2
341,341,690,1
306,306,38,1
767,767,491,1
205,119,205,2
421,100,421,2
710,708,710,2
450,334,450,2
142,142,652,1
317,403,317,2
527,255,527,2
249,8,249,2
270,270,273,1
724,724,735,1
337,335,337,2
134,134,126,1
501,501,378,1
424,424,49,1
732,406,732,2
703,559,703,2
519,519,624,1
324,290,324,2
685,43,685,2
371,615,371,2
119,356,119,2
726,726,269,1
339,689,339,2
44,44,364,1
342,342,716,1
773,511,773,2
430,430,141,1
8,8,342,1
784,784,433,1
676,676,783,1
776,776,203,1
800,800,573,1
159,159,81,1
428,428,248,1
446,446,640,1
513,513,470,1
227,625,227,2
645,645,594,1
139,139,365,1
278,53,278,2
136,136,352,1
229,229,680,1
319,319,82,1
747,747,599,1
184,520,184,2
410,410,247,1
794,670,794,2
19,640,19,2
69,69,759,1
670,642,670,2
196,662,196,2
545,545,198,1
288,288,115,1
744,203,744,2
186,186,378,1
103,103,569,1
799,400,799,2
658,680,658,2
437,665,437,2
476,476,330,1
765,295,765,2
711,711,203,1
222,485,222,2
797,797,227,1
85,174,85,2
32,32,490,1
643,643,565,1
692,692,736,1
706,577,706,2
772,47,772,2
340,526,340,2
509,294,509,2
709,709,578,1
658,662,658,2
301,301,794,1
382,365,382,2
283,118,283,2
549,549,788,1
283,599,283,2
48,720,48,2
263,263,65,1
75,75,585,1
463,463,640,1
492,626,492,2
534,534,758,1
493,493,262,1
549,549,707,1
339,339,619,1
55,55,577,1
538,538,82,1
106,267,106,2
175,584,175,2
742,75,742,2
536,536,97,1
337,441,337,2
484,18,484,2
409,799,409,2
337,337,239,1
727,727,334,1
690,690,37,1
28,73,28,2
780,780,317,1
301,301,760,1
339,428,339,2
732,528,732,2
533,207,533,2
271,60,271,2
394,379,394,2
622,295,622,2
8,64,8,2
423,636,423,2
730,91,730,2
742,742,622,1
397,439,397,2
683,683,86,1
389,390,389,2
30,36,30,2
214,564,214,2
156,779,156,2
420,788,420,2
267,267,239,1
87,512,87,2
486,486,624,1
124,124,690,1
453,453,76,1
697,278,697,2
372,140,372,2
319,564,319,2
730,54,730,2
654,94,654,2
147,147,28,1
233,233,345,1
785,199,785,2
432,736,432,2
159,514,159,2
428,428,116,1
799,624,799,2
291,287,291,2
229,229,304,1
311,387,311,2
285,285,331,1
379,659,379,2
293,293,751,1
588,588,95,1
326,326,231,1
462,644,462,2
142,645,142,2
65,527,65,2
11,738,11,2
404,404,69,1
630,468,630,2
647,647,332,1
742,283,742,2
99,403,99,2
336,16,336,2
596,596,594,1
392,392,305,1
557,512,557,2
766,766,445,1
99,99,486,1
426,426,278,1
551,551,460,1
429,429,637,1
174,683,174,2
772,772,392,1
552,185,552,2
207,87,207,2
490,303,490,2
462,770,462,2
549,312,549,2
663,663,601,1
576,576,29,1
681,681,241,1
272,272,707,1
543,543,269,1
245,245,369,1
798,515,798,2
384,384,293,1
364,364,114,1
381,445,381,2
217,217,487,1
705,634,705,2
727,510,727,2
716,716,296,1
48,383,48,2
331,331,29,1
794,794,543,1
71,349,71,2
314,314,411,1
228,580,228,2
708,38,708,2
132,132,185,1
498,330,498,2
524,524,696,1
368,196,368,2
280,25,280,2
3,3,53,1
469,469,640,1
499,531,499,2
280,280,489,1
497,497,211,1
105,105,486,1
783,381,783,2
702,482,702,2
707,222,707,2
159,159,755,1
84,100,84,2
608,608,298,1
335,143,335,2
16,16,73,1
361,523,361,2
669,499,669,2
283,283,672,1
342,297,342,2
209,412,209,2
147,490,147,2
702,515,702,2
170,170,60,1
21,285,21,2
526,716,526,2
448,784,448,2
187,761,187,2
707,707,637,1
746,746,374,1
758,758,278,1
427,240,427,2
171,171,319,1
697,226,697,2
432,541,432,2
441,441,122,1
185,749,185,2
355,355,447,1
137,149,137,2
704,696,704,2
731,415,731,2
760,200,760,2
214,214,400,1
364,364,18,1
731,731,188,1
363,363,456,1
660,453,660,2
446,353,446,2
739,45,739,2
707,304,707,2
481,481,753,1
504,652,504,2
554,391,554,2
469,121,469,2
690,268,690,2
147,147,712,1
550,105,550,2
234,781,234,2
430,202,430,2
204,204,482,1
255,128,255,2
549,585,549,2
478,255,478,2
511,689,511,2
225,225,190,1
414,414,198,1
336,646,336,2
705,736,705,2
169,169,391,1
37,37,74,1
159,651,159,2
28,28,149,1
257,632,257,2
423,566,423,2
713,283,713,2
329,329,173,1
124,124,404,1
164,631,164,2
230,226,230,2
126,126,617,1
267,400,267,2
541,541,573,1
152,411,152,2
59,59,678,1
562,47,562,2
570,520,570,2
443,497,443,2
340,340,717,1
157,157,620,1
444,444,259,1
67,67,108,1
223,378,223,2
95,95,492,1
588,588,194,1
83,132,83,2
650,755,650,2
146,146,111,1
13,740,13,2
357,357,615,1
732,732,16,1
392,118,392,2
329,381,329,2
136,136,666,1
184,768,184,2
596,596,359,1
48,385,48,2
414,674,414,2
777,777,352,1
107,107,605,1
692,692,578,1
284,284,720,1
397,397,75,1
151,81,151,2
437,310,437,2
276,276,14,1
679,679,723,1
506,199,506,2
646,646,482,1
265,373,265,2
302,302,777,1
342,342,230,1
685,466,685,2
623,623,460,1
716,716,36,1
542,542,36,1
246,246,741,1
155,759,155,2
762,221,762,2
371,620,371,2
352,645,352,2
723,723,789,1
499,499,428,1
455,455,667,1
161,161,486,1
312,89,312,2
791,791,399,1
606,776,606,2
544,31,544,2
720,461,720,2
138,138,460,1
340,343,340,2
581,584,581,2
759,759,492,1
449,243,449,2
689,198,689,2
663,336,663,2
613,613,661,1
423,637,423,2
563,286,563,2
77,750,77,2
403,460,403,2
3,443,3,2
337,14,337,2
154,154,219,1
7,137,7,2
11,769,11,2
441,441,113,1
146,615,146,2
437,680,437,2
553,691,553,2
569,569,41,1
362,362,110,1
278,118,278,2
360,35,360,2
663,368,663,2
758,758,207,1
157,157,565,1
250,146,250,2
166,166,504,1
388,125,388,2
177,177,765,1
4,4,634,1
379,324,379,2
377,377,384,1
169,169,739,1
752,429,752,2
704,596,704,2
177,453,177,2
669,188,669,2
326,489,326,2
295,277,295,2
573,42,573,2
537,537,323,1
531,366,531,2
228,265,228,2
619,334,619,2
358,52,358,2
561,668,561,2
140,140,376,1
108,108,417,1
481,532,481,2
549,549,522,1
544,544,60,1
228,213,228,2
705,705,321,1
670,670,774,1
526,526,370,1
682,250,682,2
370,688,370,2
499,381,499,2
7,7,91,1
31,31,334,1
350,350,765,1
383,642,383,2
546,194,546,2
189,670,189,2
393,393,379,1
723,723,632,1
611,365,611,2
214,268,214,2
25,25,667,1
182,789,182,2
443,443,303,1
483,483,257,1
254,254,281,1
26,151,26,2
259,374,259,2
349,349,117,1
650,650,53,1
792,285,792,2
715,715,392,1
574,574,297,1
28,91,28,2
756,235,756,2
634,286,634,2
491,745,491,2
683,683,675,1
478,503,478,2
384,376,384,2
643,643,683,1
274,274,597,1
16,16,324,1
480,742,480,2
166,42,166,2
54,54,738,1
40,247,40,2
80,526,80,2
714,714,744,1
697,697,373,1
737,737,435,1
250,507,250,2
690,690,751,1
517,517,485,1
541,536,541,2
546,546,115,1
351,143,351,2
677,791,677,2
179,179,152,1
110,110,505,1
370,370,562,1
23,23,79,1
154,154,538,1
444,142,444,2
614,614,357,1
680,331,680,2
428,158,428,2
281,640,281,2
280,280,287,1
544,544,628,1
153,153,579,1
288,288,6,1
289,189,289,2
429,429,510,1
98,98,754,1
202,417,202,2
696,114,696,2
65,65,255,1
148,225,148,2
128,199,128,2
270,752,270,2
544,544,664,1
296,482,296,2
545,545,587,1
681,10,681,2
484,784,484,2
316,316,430,1
785,187,785,2
258,258,407,1
284,360,284,2
508,375,508,2
197,719,197,2
484,730,484,2
286,75,286,2
773,462,773,2
69,69,186,1
116,351,116,2
288,365,288,2
545,486,545,2
574,200,574,2
442,442,749,1
553,553,344,1
594,316,594,2
609,312,609,2
258,258,741,1
107,107,363,1
250,250,450,1
778,591,778,2
163,549,163,2
427,427,208,1
255,25,255,2
216,287,216,2
651,71,651,2
559,559,191,1
783,221,783,2
786,786,691,1
587,587,523,1
309,309,73,1
480,181,480,2
28,609,28,2
331,331,317,1
56,126,56,2
20,20,88,1
554,554,333,1
596,596,374,1
216,285,216,2
744,744,332,1
799,296,799,2
633,633,641,1
19,19,695,1
133,734,133,2
309,683,309,2
679,679,728,1
251,109,251,2
372,667,372,2
280,280,471,1
165,165,688,1
746,630,746,2
407,244,407,2
437,128,437,2
83,738,83,2
446,446,440,1
713,667,713,2
660,584,660,2
158,295,158,2
13,13,695,1
203,203,435,1
339,564,339,2
538,222,538,2
736,781,736,2
156,156,44,1
745,745,754,1
474,256,474,2
36,36,156,1
752,644,752,2
771,771,625,1
154,154,487,1
396,578,396,2
342,206,342,2
300,5,300,2
211,604,211,2
563,563,470,1
752,265,752,2
214,214,662,1
610,601,610,2
369,323,369,2
84,84,375,1
141,141,317,1
781,783,781,2
606,358,606,2
557,281,557,2
582,730,582,2
505,796,505,2
448,448,315,1
493,393,493,2
422,357,422,2
83,406,83,2
371,371,452,1
410,410,494,1
714,714,241,1
106,106,91,1
128,460,128,2
701,701,542,1
414,414,280,1
135,135,241,1
13,13,665,1
609,685,609,2
101,101,315,1
704,704,311,1
159,416,159,2
261,261,765,1
360,649,360,2
643,355,643,2
600,475,600,2
200,789,200,2
705,705,600,1
398,404,398,2
426,253,426,2
563,246,563,2
706,353,706,2
93,93,215,1
682,207,682,2
244,244,625,1
291,18,291,2
47,203,47,2
95,95,148,1
306,330,306,2
361,361,486,1
628,637,628,2
583,515,583,2
722,722,599,1
488,412,488,2
485,485,669,1
203,203,684,1
340,519,340,2
768,188,768,2
555,555,776,1
696,501,696,2
543,327,543,2
677,780,677,2
740,740,492,1
551,646,551,2
139,545,139,2
550,394,550,2
283,283,376,1
727,414,727,2
632,632,128,1
351,91,351,2
288,268,288,2
631,180,631,2
737,117,737,2
99,99,456,1
691,662,691,2
431,431,62,1
677,158,677,2
425,646,425,2
304,304,500,1
65,511,65,2
518,518,255,1
524,524,734,1
710,213,710,2
51,51,605,1
588,238,588,2
20,478,20,2
553,344,553,2
410,410,202,1
284,382,284,2
704,704,389,1
161,161,449,1
709,709,408,1
169,215,169,2
498,498,142,1
409,409,580,1
28,347,28,2
68,68,222,1
656,555,656,2
164,164,577,1
59,402,59,2
545,374,545,2
239,239,363,1
474,474,38,1
535,463,535,2
345,450,345,2
172,735,172,2
370,770,370,2
729,729,253,1
732,152,732,2
745,470,745,2
547,547,142,1
349,259,349,2
792,792,625,1
311,311,297,1
84,84,77,1
686,491,686,2
694,694,641,1
274,274,761,1
673,673,96,1
71,483,71,2
522,281,522,2
288,264,288,2
209,209,22,1
607,636,607,2
209,191,209,2
772,688,772,2
653,508,653,2
101,101,366,1
259,734,259,2
229,389,229,2
187,599,187,2
57,57,498,1
128,128,14,1
423,434,423,2
619,683,619,2
124,124,567,1
613,753,613,2
727,727,407,1
121,121,140,1
522,522,619,1
110,299,110,2
537,537,213,1
517,86,517,2
20,20,188,1
263,263,702,1
57,616,57,2
418,699,418,2
632,231,632,2
538,538,358,1
675,182,675,2
8,284,8,2
514,96,514,2
193,612,193,2
476,476,319,1
82,82,6,1
712,637,712,2
185,114,185,2
544,193,544,2
514,460,514,2
453,453,107,1
280,117,280,2
780,780,403,1
468,667,468,2
62,62,94,1
670,359,670,2
656,656,374,1
409,409,487,1
709,709,2,1
394,125,394,2
315,315,447,1
311,311,290,1
44,3,44,2
752,311,752,2
264,264,595,1
718,718,11,1
576,576,119,1
494,53,494,2
362,362,116,1
743,379,743,2
711,128,711,2
650,739,650,2
473,473,771,1
306,485,306,2
437,437,160,1
356,356,100,1
248,345,248,2
110,26,110,2
204,204,304,1
70,196,70,2
39,373,39,2
43,43,405,1
721,436,721,2
798,635,798,2
32,32,77,1
477,477,695,1
384,630,384,2
169,169,675,1
412,412,14,1
707,661,707,2
799,762,799,2
731,502,731,2
60,60,354,1
424,423,424,2
785,530,785,2
634,796,634,2
388,388,733,1
473,194,473,2
264,791,264,2
745,713,745,2
571,73,571,2
344,220,344,2
372,757,372,2
713,713,385,1
192,346,192,2
106,106,180,1
611,369,611,2
301,228,301,2
570,590,570,2
499,480,499,2
721,721,118,1
345,345,324,1
153,105,153,2
451,657,451,2
528,669,528,2
164,704,164,2
368,368,120,1
383,287,383,2
209,716,209,2
707,566,707,2
327,327,354,1
291,294,291,2
200,277,200,2
336,336,482,1
265,221,265,2
595,692,595,2
581,759,581,2
59,101,59,2
138,138,485,1
654,654,241,1
726,726,113,1
270,270,229,1
686,81,686,2
716,764,716,2
9,9,235,1
714,767,714,2
744,744,219,1
688,688,353,1
211,211,737,1
56,387,56,2
572,233,572,2
20,20,638,1
631,631,287,1
135,135,123,1
234,234,649,1
240,625,240,2
29,791,29,2
223,768,223,2
478,478,469,1
528,368,528,2
138,388,138,2
2,2,97,1
95,722,95,2
115,115,129,1
499,499,542,1
350,222,350,2
741,121,741,2
435,435,405,1
646,646,215,1
534,260,534,2
561,561,594,1
398,359,398,2
756,756,18,1
348,348,18,1
130,639,130,2
646,646,14,1
243,530,243,2
425,425,402,1
156,260,156,2
31,497,31,2
67,67,483,1
147,5,147,2
166,533,166,2
433,433,45,1
150,323,150,2
410,410,624,1
526,526,203,1
74,74,113,1
598,389,598,2
748,748,188,1
342,342,302,1
585,585,739,1
523,151,523,2
57,91,57,2
345,345,743,1
136,136,237,1
493,493,196,1
145,774,145,2
697,742,697,2
58,58,363,1
436,637,436,2
424,582,424,2
134,148,134,2
97,52,97,2
215,297,215,2
410,410,539,1
115,115,582,1
590,788,590,2
514,514,602,1
260,27,260,2
444,105,444,2
110,306,110,2
135,157,135,2
440,767,440,2
110,110,226,1
60,586,60,2
273,273,312,1
541,725,541,2
387,387,454,1
477,477,23,1
571,641,571,2
370,292,370,2
250,156,250,2
196,738,196,2
394,635,394,2
679,679,549,1
61,573,61,2
272,272,765,1
414,414,664,1
660,660,677,1
102,102,7,1
777,777,787,1
403,403,678,1
464,464,255,1
116,235,116,2
110,110,772,1
139,139,53,1
22,488,22,2
154,154,67,1
696,173,696,2
644,644,73,1
441,391,441,2
338,338,730,1
314,115,314,2
103,45,103,2
672,672,315,1
277,277,49,1
94,94,382,1
491,337,491,2
433,110,433,2
99,178,99,2
401,441,401,2
483,176,483,2
